,borough,neighborhood,building_class_category,tax_class_at_present,block,lot,ease-ment,building_class_at_present,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date,bbl
219950,3,CARROLL GARDENS          ,02  TWO FAMILY DWELLINGS                    ,1,470,42, ,B1,189 LUQUER STREET                        ,            ,11231,2,0,2,1000,1848,1899,1,B1,2350000,2016-12-16,3004700042
219951,3,CARROLL GARDENS          ,02  TWO FAMILY DWELLINGS                    ,1,472,37, ,B1,19 DENNETT PLACE                         ,            ,11231,2,0,2,881,1512,1899,1,B1,1250000,2016-12-22,3004720037
219952,3,CARROLL GARDENS          ,02  TWO FAMILY DWELLINGS                    ,1,474,45, ,B9,189 HUNTINGTON STREET                    ,            ,11231,2,0,2,1992,2477,1899,1,B9,3000000,2016-09-29,3004740045
219953,3,CARROLL GARDENS          ,02  TWO FAMILY DWELLINGS                    ,1,478,38, ,B9,41 GARNET STREET                         ,            ,11231,2,0,2,5500,1440,1901,1,B9,2800000,2016-03-23,3004780038
219954,3,CARROLL GARDENS          ,02  TWO FAMILY DWELLINGS                    ,1,478,38, ,B9,41 GARNET STREET                         ,            ,11231,2,0,2,5500,1440,1901,1,B9,0,2016-02-18,3004780038
219955,3,CARROLL GARDENS          ,02  TWO FAMILY DWELLINGS                    ,1,478,38, ,B9,45 GARNET STREET                         ,            ,11231,2,0,2,5500,1440,1901,1,B9,0,2016-02-18,3004780038
219956,3,CARROLL GARDENS          ,02  TWO FAMILY DWELLINGS                    ,1,479,4, ,S2,547 COURT STREET                         ,            ,11231,2,1,3,1814,1462,1931,1,S2,0,2016-05-10,3004790004
219958,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,344,13, ,C0,202 UNION STREET                         ,            ,11231,3,0,3,2150,3450,1900,1,C0,0,2016-06-28,3003440013
219959,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,344,35, ,C0,412 CLINTON STREET                       ,            ,11231,3,0,3,1361,3400,1899,1,C0,0,2016-12-27,3003440035
219960,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,344,47, ,C0,205 PRESIDENT STREET                     ,            ,11231,3,0,3,2000,3300,1915,1,C0,0,2016-08-13,3003440047
219961,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,344,56, ,C0,185 PRESIDENT STREET                     ,            ,11231,3,0,3,1176,3006,1899,1,C0,2100000,2016-02-02,3003440056
219962,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,349,42, ,C0,107 CARROLL STREET                       ,            ,11231,3,0,3,2083,2651,1901,1,C0,2375000,2016-10-11,3003490042
219963,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,351,19, ,C0,252 PRESIDENT STREET                     ,            ,11231,3,0,3,2083,3500,1900,1,C0,0,2016-03-18,3003510019
219964,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,359,12, ,C0,142 SUMMIT STREET                        ,            ,11231,3,0,3,1600,2856,1899,1,C0,50000,2016-07-25,3003590012
219965,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,361,47, ,C0,67 2ND PLACE                             ,            ,11231,3,0,3,1725,2720,1901,1,C0,2200000,2016-01-12,3003610047
219966,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,365,47, ,C0,27 3RD PLACE                             ,            ,11231,3,0,3,2000,2432,1901,1,C0,0,2016-02-24,3003650047
219967,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,366,22, ,C0,92 2 PLACE                               ,            ,11231,3,0,3,1500,3000,1901,1,C0,2000000,2016-11-04,3003660022
219968,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,370,40, ,C0,37 4TH PLACE                             ,            ,11231,3,0,3,2000,2520,1899,1,C0,2400000,2016-12-15,3003700040
219969,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,371,15, ,C0,66 THIRD PLACE                           ,            ,11231,3,0,3,1800,2160,1915,1,C0,0,2016-11-04,3003710015
219970,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,371,52, ,C0,77A FOURTH PLACE                         ,            ,11231,3,0,3,1967,2280,1899,1,C0,0,2016-06-22,3003710052
219971,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,371,61, ,C0,63 4 PLACE                               ,            ,11231,3,0,3,2000,2700,1899,1,C0,0,2016-08-31,3003710061
219972,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,374,9, ,C0,511 CLINTON STREET                       ,            ,11231,3,0,3,1400,2700,1899,1,C0,3327000,2016-04-21,3003740009
219973,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,374,25, ,C0,86 4TH PLACE                             ,            ,11231,3,0,3,2000,3600,1899,1,C0,894084,2016-03-17,3003740025
219975,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,374,51, ,C0,143 LUQUER STREET                        ,            ,11231,3,0,3,1875,4156,2001,1,C0,0,2016-09-06,3003740051
219976,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,374,51, ,C0,143 LUQUER STREET                        ,            ,11231,3,0,3,1875,4156,2001,1,C0,0,2016-09-06,3003740051
219977,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,381,49, ,C0,153 WEST 9TH   STREET                    ,            ,11231,3,0,3,1683,2079,1901,1,C0,1460000,2016-08-11,3003810049
219978,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,382,20, ,C0,148 WEST 9TH STREET                      ,            ,11231,3,0,3,1500,2100,1899,1,C0,795000,2016-12-14,3003820020
219979,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,382,21, ,C0,150 WEST 9TH STREET                      ,            ,11231,3,0,3,1796,2400,1899,1,C0,0,2016-11-08,3003820021
219982,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,414,24, ,C0,36 DOUGLASS STREET                       ,4           ,11231,3,0,3,2500,4000,1901,1,C0,0,2016-09-30,3004140024
219983,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,415,45, ,C0,258 HOYT STREET                          ,            ,11217,3,0,3,1560,2700,1899,1,C0,0,2016-05-19,3004150045
219984,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,415,59, ,C0,377 DE GRAW STREET                       ,3           ,11231,3,0,3,2000,3360,1899,1,C0,2631800,2016-09-16,3004150059
219985,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,415,60, ,C0,375 DEGRAW STREET                        ,3           ,11231,3,0,3,2000,3360,1899,1,C0,2709000,2016-04-22,3004150060
219986,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,422,31, ,C0,406 DEGRAW STREET                        ,            ,11231,3,0,3,2000,3100,1899,1,C0,2600000,2016-07-18,3004220031
219987,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,422,32, ,C0,408 DE GRAW STREET                       ,            ,11231,3,0,3,2000,3040,1899,1,C0,0,2016-09-29,3004220032
219988,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,428,18, ,C0,332 SACKETT STREET                       ,            ,11231,3,0,3,2000,2040,1901,1,C0,0,2016-02-18,3004280018
219989,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,459,39, ,C0,115 2 PLACE                              ,            ,11231,3,0,3,1667,3108,1916,1,C0,0,2016-11-23,3004590039
219990,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,459,39, ,C0,115 2 PLACE                              ,            ,11231,3,0,3,1667,3108,1916,1,C0,2800000,2016-06-16,3004590039
219991,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,460,11, ,C0,24 SECOND STREET                         ,            ,11231,3,0,3,1800,3040,1901,1,C0,0,2016-06-30,3004600011
219992,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,460,60, ,C0,9 THIRD STREET                           ,            ,11231,3,0,3,1660,4240,1901,1,C0,0,2016-10-12,3004600060
219993,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,463,41, ,C0,107 3 PLACE                              ,            ,11231,3,0,3,2500,3437,1965,1,C0,0,2016-09-07,3004630041
219994,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,467,36, ,C0,129 4 PLACE                              ,            ,11231,3,0,3,2000,2520,1899,1,C0,0,2016-04-20,3004670036
219995,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,472,46, ,C0,208 LUQUER STREET                        ,            ,11231,3,0,3,885,1512,1899,1,C0,1835000,2016-12-06,3004720046
219996,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,474,17, ,C0,190 NELSON STREET                        ,            ,11231,3,0,3,2000,1800,1899,1,C0,0,2016-06-28,3004740017
219997,3,CARROLL GARDENS          ,03  THREE FAMILY DWELLINGS                  ,1,476,29, ,C0,470 SMITH STREET                         ,            ,11231,3,0,3,1602,2640,1931,1,C0,0,2016-06-28,3004760029
220006,3,CARROLL GARDENS          ,06  TAX CLASS 1 - OTHER                     ,1,428,17, ,Z0,330 SACKETT STREET                       ,            ,11231,0,0,0,2000,0,0,1,Z0,0,2016-06-14,3004280017
220007,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,338,24, ,C3,242 SACKETT STREET                       ,            ,11231,4,0,4,1900,3800,1900,2,C3,3250000,2016-06-22,3003380024
220008,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2B,339,51, ,C1,269 UNION STREET                         ,8           ,11231,8,0,8,3250,9090,1920,2,C1,0,2016-07-14,3003390051
220009,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2B,343,16, ,C1,174 UNION STREET                         ,8           ,11231,8,0,8,3000,7200,1900,2,C1,1500000,2016-07-26,3003430016
220010,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,343,26, ,C2,524 HENRY STREET                         ,            ,11231,5,0,5,2000,6500,1910,2,C2,1300000,2016-07-15,3003430026
220011,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,343,37, ,C3,157 PRESIDENT STREET                     ,            ,11231,4,0,4,2050,2460,1900,2,C3,3000000,2016-06-06,3003430037
220012,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,344,45, ,C3,209 PRESIDENT STREET                     ,            ,11231,4,0,4,1667,2550,1900,2,C3,2750000,2016-12-21,3003440045
220013,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,349,24, ,C3,540A HENRY STREET                        ,            ,11231,4,0,4,1525,4880,1900,2,C3,0,2016-11-16,3003490024
220014,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2,351,7, ,C1,230 PRESIDENT STREET                     ,12          ,11231,12,0,12,2437,9320,1900,2,C1,2500000,2016-07-15,3003510007
220015,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,354,38, ,C3,143 SUMMIT STREET                        ,            ,11231,4,0,4,2150,2120,1900,2,C3,2825000,2016-10-18,3003540038
220016,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,355,12, ,C3,160 CARROLL STREET                       ,            ,11231,4,0,4,2000,3027,1900,2,C3,3150000,2016-12-09,3003550012
220017,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,355,27, ,C2,446 CLINTON STREET                       ,            ,11231,5,0,5,2233,5082,1900,2,C2,0,2016-05-04,3003550027
220018,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,355,28, ,C2,448 CLINTON STREET                       ,            ,11231,5,0,5,2167,5030,1900,2,C2,0,2016-06-13,3003550028
220019,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,356,23, ,C3,224 CARROLL STREET                       ,            ,11231,4,0,4,1667,2298,1900,2,C3,1,2016-11-22,3003560023
220020,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,359,7, ,C3,132 SUMMIT STREET                        ,            ,11231,4,0,4,1350,2700,1900,2,C3,2900000,2016-01-22,3003590007
220021,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,359,13, ,C3,144 SUMMIT STREET                        ,            ,11231,4,0,4,1683,2120,1900,2,C3,0,2016-06-22,3003590013
220022,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,359,13, ,C3,144 SUMMIT STREET                        ,            ,11231,4,0,4,1683,2120,1900,2,C3,0,2016-06-22,3003590013
220023,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,359,38, ,C3,81 WOODHULL STREET                       ,            ,11231,4,0,4,2200,2464,1900,2,C3,795000,2016-11-28,3003590038
220024,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,361,16, ,C3,76 FIRST PLACE                           ,            ,11231,4,0,4,5250,6404,1910,2,C3,10,2016-12-16,3003610016
220025,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,361,24, ,C3,92 FIRST PLACE                           ,            ,11231,4,0,4,2500,3974,1900,2,C3,0,2016-12-29,3003610024
220026,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,364,30, ,C3,606 HENRY STREET                         ,            ,11231,4,0,4,1932,3492,1930,2,C3,3860000,2016-10-07,3003640030
220027,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,365,53, ,C3,15 3 PLACE                               ,            ,11231,4,0,4,1733,2163,1930,2,C3,3200000,2016-08-24,3003650053
220028,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2B,366,47, ,C1,65 3 PLACE                               ,8           ,11231,8,0,8,2600,7272,1900,2,C1,4700000,2016-08-03,3003660047
220029,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2B,366,48, ,C1,63 3RD PLACE                             ,8           ,11231,8,0,8,2600,7272,1900,2,C1,4000000,2016-05-24,3003660048
220030,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2B,366,49, ,C1,61 3RD PLACE                             ,2R          ,11231,8,0,8,2600,6672,1900,2,C1,4000000,2016-05-24,3003660049
220031,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,373,27, ,C3,40 4TH PLACE                             ,            ,11231,4,0,4,2100,2772,1920,2,C3,2700000,2016-12-12,3003730027
220032,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,379,24, ,C3,156 NELSON STREET                        ,            ,11231,4,0,4,2192,2656,1900,2,C3,0,2016-05-05,3003790024
220037,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2B,415,16, ,C1,76 DOUGLASS STREET                       ,7           ,11231,7,0,7,2000,3600,1920,2,C1,2950000,2016-07-14,3004150016
220038,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,429,24, ,C3,396 SACKETT STREET                       ,            ,11231,4,0,4,1890,3528,1920,2,C3,4300000,2016-05-03,3004290024
220039,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,435,27, ,C3,328 UNION STREET                         ,            ,11231,4,0,4,2000,3300,1920,2,C3,0,2016-03-25,3004350027
220040,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,436,58, ,C3,323 PRESIDENT STREET                     ,            ,11231,4,0,4,1960,2725,1920,2,C3,10,2016-09-13,3004360058
220041,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,450,72, ,C3,7 2 STREET                               ,            ,11231,4,0,4,1930,2425,1920,2,C3,3225000,2016-05-19,3004500072
220042,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,459,35, ,C3,119A 2 PLACE                             ,            ,11231,4,0,4,1667,2331,1920,2,C3,2700000,2016-08-02,3004590035
220043,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,463,7, ,C3,108 2 PLACE                              ,            ,11231,4,0,4,2500,3750,1920,2,C3,0,2016-12-14,3004630007
220044,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2B,464,27, ,C1,38 THIRD STREET                          ,8           ,11231,8,0,8,2700,6696,1920,2,C1,0,2016-06-17,3004640027
220045,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,476,30, ,C2,472 SMITH STREET                         ,            ,11231,6,0,6,1642,2580,1901,2,C2,0,2016-03-07,3004760030
220046,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2C,338,29, ,C6,"388 CLINTON STREET, 4                    ",            ,11231,0,0,0,0,0,1920,2,C6,1250000,2016-09-27,3003380029
220047,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2C,338,42, ,C6,"233 UNION STREET, 2                      ",            ,11231,0,0,0,0,0,1920,2,C6,1150000,2016-04-22,3003380042
220048,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2C,339,6, ,C6,"385 CLINTON STREET, 3L                   ",            ,11231,0,0,0,0,0,1920,2,C6,1650712,2016-04-25,3003390006
220049,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2C,350,16, ,C6,"200 PRESIDENT STREET, 2                  ",            ,11231,0,0,0,0,0,1900,2,C6,1725000,2016-08-03,3003500016
220050,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2C,350,21, ,C6,"210 PRESIDENT STREET, 1R                 ",            ,11231,0,0,0,0,0,1900,2,C6,885000,2016-02-02,3003500021
220051,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2,355,30, ,C6,"450 CLINTON STREET, 3B                   ",            ,11231,0,0,0,0,0,1900,2,C6,950000,2016-08-01,3003550030
220052,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2,355,30, ,C6,"450 CLINTON STREET, 1G                   ",            ,11231,0,0,0,0,0,1900,2,C6,0,2016-10-05,3003550030
220053,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2,355,30, ,C6,"450 CLINTON STREET, 1E                   ",            ,11231,0,0,0,0,0,1900,2,C6,0,2016-10-05,3003550030
220054,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2C,355,36, ,C6,"31 1ST PLACE, 4                          ",            ,11231,0,0,0,0,0,1900,2,C6,1055000,2016-02-01,3003550036
220055,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2C,355,36, ,C6,"31 1ST PLACE, 2                          ",            ,11231,0,0,0,0,0,1900,2,C6,1025000,2016-08-17,3003550036
220056,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2C,371,4, ,C6,"501 CLINTON STREET, 2                    ",            ,11231,0,0,0,0,0,1900,2,C6,68000,2016-03-14,3003710004
220057,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2C,371,36, ,C6,"448 COURT STREET, 2R                     ",            ,11231,0,0,0,0,0,1900,2,C6,738000,2016-10-12,3003710036
220058,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2C,429,58, ,C6,"389 UNION STREET, 4                      ",            ,11231,0,0,0,0,0,1920,2,C6,998800,2016-08-26,3004290058
220059,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2C,460,34, ,C6,"57 3RD STREET, 7                         ",            ,11231,0,0,0,0,0,1930,2,C6,700000,2016-01-26,3004600034
220060,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2C,467,3, ,C6,"441-443 COURT ST, 4R                     ",            ,11231,0,0,0,0,0,1900,2,C6,550000,2016-02-29,3004670003
220091,3,CARROLL GARDENS          ,14  RENTALS - 4-10 UNIT                     ,2A,337,17, ,S9,502 HENRY STREET                         ,            ,11231,4,2,6,2400,7600,1922,2,S9,0,2016-10-18,3003370017
220092,3,CARROLL GARDENS          ,14  RENTALS - 4-10 UNIT                     ,2A,337,17, ,S9,502 HENRY STREET                         ,            ,11231,4,2,6,2400,7600,1922,2,S9,0,2016-09-30,3003370017
220093,3,CARROLL GARDENS          ,14  RENTALS - 4-10 UNIT                     ,2A,337,17, ,S9,502 HENRY STREET                         ,            ,11231,4,2,6,2400,7600,1922,2,S9,0,2016-09-30,3003370017
220094,3,CARROLL GARDENS          ,14  RENTALS - 4-10 UNIT                     ,2A,351,28, ,S9,372 COURT STREET                         ,            ,11231,2,2,4,1300,3200,1931,2,S9,0,2016-09-11,3003510028
220095,3,CARROLL GARDENS          ,14  RENTALS - 4-10 UNIT                     ,2B,351,29, ,S9,374 COURT STREET                         ,            ,11231,5,2,7,2600,7400,1910,2,S9,5485000,2016-06-07,3003510029
220096,3,CARROLL GARDENS          ,14  RENTALS - 4-10 UNIT                     ,2A,360,56, ,S4,1 SECOND PLACE                           ,            ,11231,4,1,5,1976,6044,1910,2,S4,6250000,2016-07-05,3003600056
220097,3,CARROLL GARDENS          ,14  RENTALS - 4-10 UNIT                     ,2A,374,130, ,S9,472 COURT STREET                         ,            ,11231,2,2,4,2597,6144,1930,2,S9,0,2016-04-26,3003740130
220098,3,CARROLL GARDENS          ,14  RENTALS - 4-10 UNIT                     ,2A,379,10, ,S3,543 CLINTON STREET                       ,4           ,11231,3,1,4,1800,3780,1900,2,S3,2750000,2016-10-25,3003790010
220099,3,CARROLL GARDENS          ,14  RENTALS - 4-10 UNIT                     ,2A,414,37, ,S9,248 SMITH STREET                         ,            ,11231,2,2,4,888,2662,1931,2,S9,0,2016-07-06,3004140037
220118,3,CARROLL GARDENS          ,22  STORE BUILDINGS                         ,4,479,10, ,K9,537 COURT STREET                         ,            ,11231,0,1,1,1720,3150,1931,4,K9,2955000,2016-02-01,3004790010
220119,3,CARROLL GARDENS          ,29  COMMERCIAL GARAGES                      ,4,344,57, ,G1,183 PRESIDENT STREET                     ,            ,11231,0,1,1,2077,1073,1950,4,G1,0,2016-02-04,3003440057
220120,3,CARROLL GARDENS          ,29  COMMERCIAL GARAGES                      ,4,415,14, ,G6,72 DOUGLASS STREET                       ,            ,11231,0,0,0,2000,0,0,4,G6,0,2016-07-25,3004150014
220505,3,COBBLE HILL              ,01  ONE FAMILY DWELLINGS                    ,1,296,8, ,A4,361 HENRY ST                             ,            ,11201,1,0,1,1743,4860,2013,1,A4,6400000,2016-09-07,3002960008
220506,3,COBBLE HILL              ,01  ONE FAMILY DWELLINGS                    ,1,305,16, ,A5,148 WARREN STREET                        ,            ,11201,1,0,1,702,1696,1899,1,A5,2500000,2016-11-14,3003050016
220507,3,COBBLE HILL              ,01  ONE FAMILY DWELLINGS                    ,1,305,19, ,A4,154 WARREN STREET                        ,            ,11201,1,0,1,702,1272,1899,1,A4,2150000,2016-01-05,3003050019
220508,3,COBBLE HILL              ,01  ONE FAMILY DWELLINGS                    ,1,305,64, ,A4,17 WARREN PLACE                          ,            ,11201,1,0,1,644,1056,1899,1,A4,1525000,2016-01-06,3003050064
220509,3,COBBLE HILL              ,01  ONE FAMILY DWELLINGS                    ,1,323,52, ,A9,36 STRONG PLACE                          ,            ,11231,1,0,1,3470,1951,1901,1,A9,5800000,2016-01-11,3003230052
220510,3,COBBLE HILL              ,01  ONE FAMILY DWELLINGS                    ,1,326,34, ,A9,238 KANE STREET                          ,            ,11231,1,0,1,1334,2086,1901,1,A9,3950000,2016-11-30,3003260034
220511,3,COBBLE HILL              ,02  TWO FAMILY DWELLINGS                    ,1,292,41, ,B9,193 AMITY STREET                         ,            ,11201,2,0,2,1667,2304,1899,1,B9,0,2016-02-03,3002920041
220512,3,COBBLE HILL              ,02  TWO FAMILY DWELLINGS                    ,1,302,66, ,B3,70 VERANDAH PLACE                        ,            ,11201,2,0,2,1420,1400,1930,1,B3,2945000,2016-03-09,3003020066
220513,3,COBBLE HILL              ,02  TWO FAMILY DWELLINGS                    ,1,307,29, ,S2,216 COURT STREET                         ,            ,11201,2,1,3,1640,2400,1931,1,S2,0,2016-03-02,3003070029
220514,3,COBBLE HILL              ,02  TWO FAMILY DWELLINGS                    ,1,310,17, ,B2,152 BALTIC STREET                        ,            ,11201,2,0,2,1997,3200,1855,1,B2,0,2016-08-05,3003100017
220515,3,COBBLE HILL              ,02  TWO FAMILY DWELLINGS                    ,1,311,129, ,B1,306A CLINTON STREET                      ,            ,11201,2,0,2,1196,2400,1899,1,B1,0,2016-09-06,3003110129
220516,3,COBBLE HILL              ,02  TWO FAMILY DWELLINGS                    ,1,325,65, ,B1,48 TOMPKINS PLACE                        ,            ,11231,2,0,2,2250,3360,1901,1,B1,0,2016-09-06,3003250065
220517,3,COBBLE HILL              ,02  TWO FAMILY DWELLINGS                    ,1,326,23, ,B9,17 TOMPKINS PLACE                        ,            ,11231,2,0,2,2700,3024,1900,1,B9,0,2016-10-26,3003260023
220518,3,COBBLE HILL              ,02  TWO FAMILY DWELLINGS                    ,1,326,23, ,B9,17 TOMPKINS PLACE                        ,            ,11231,2,0,2,2700,3024,1900,1,B9,0,2016-10-26,3003260023
220519,3,COBBLE HILL              ,02  TWO FAMILY DWELLINGS                    ,1,333,6, ,B3,371 CLINTON STREET                       ,            ,11231,2,0,2,1485,3400,1899,1,B3,4250000,2016-03-22,3003330006
220520,3,COBBLE HILL              ,03  THREE FAMILY DWELLINGS                  ,1,285,37, ,C0,133 PACIFIC STREET                       ,            ,11201,3,0,3,2508,5240,1899,1,C0,3450000,2016-08-25,3002850037
220521,3,COBBLE HILL              ,03  THREE FAMILY DWELLINGS                  ,1,291,36, ,C0,149 AMITY STREET                         ,            ,11201,3,0,3,1667,3704,1899,1,C0,4200000,2016-01-11,3002910036
220522,3,COBBLE HILL              ,03  THREE FAMILY DWELLINGS                  ,1,306,44, ,C0,173 BALTIC STREET                        ,            ,11201,3,0,3,2496,4500,1910,1,C0,0,2016-11-03,3003060044
220523,3,COBBLE HILL              ,03  THREE FAMILY DWELLINGS                  ,1,307,48, ,C0,233 BALTIC STREET                        ,            ,11201,3,0,3,2196,3520,1901,1,C0,0,2016-05-06,3003070048
220524,3,COBBLE HILL              ,03  THREE FAMILY DWELLINGS                  ,1,312,9, ,C0,283 CLINTON STREET                       ,            ,11201,3,0,3,1840,3360,1899,1,C0,0,2016-08-24,3003120009
220525,3,COBBLE HILL              ,03  THREE FAMILY DWELLINGS                  ,1,321,6, ,C0,511 HICKS                                ,            ,11231,3,0,3,1667,3192,1899,1,C0,2250000,2016-06-01,3003210006
220526,3,COBBLE HILL              ,03  THREE FAMILY DWELLINGS                  ,1,322,44, ,C0,448 HENRY STREET                         ,            ,11231,3,0,3,1866,3780,1901,1,C0,0,2016-02-09,3003220044
220527,3,COBBLE HILL              ,03  THREE FAMILY DWELLINGS                  ,1,323,9, ,C0,477 HENRY STREET                         ,            ,11231,3,0,3,2200,3344,1899,1,C0,0,2016-05-24,3003230009
220528,3,COBBLE HILL              ,03  THREE FAMILY DWELLINGS                  ,1,324,23, ,C0,11 STRONG PLACE                          ,            ,11231,3,0,3,3000,3600,1900,1,C0,0,2016-06-09,3003240023
