accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
ROOFTOP,"16 Wandel Ave, Staten Island, NY 10304, USA",ChIJ401JY1dOwokRHEFKsl2VlFY,"16 Wandel Avenue, Staten Island, NY, US",40.61482879999999,-74.08846070000001,1,10304,OK,street_address
ROOFTOP,"688 Broadway, New York, NY 10012, USA",ChIJZ5luo5pZwokRKf9UiJN2YHE,"688 Broadway, Manhattan, NY, US",40.7279855,-73.9940677,1,10012,OK,premise
GEOMETRIC_CENTER,"Parkwood Ave, Staten Island, NY 10309, USA",ChIJe3QOjMdKwokR6U93YznVSwA,"SS SD Parkwood Avenue, Staten Island, NY, US",40.52904669999999,-74.204421,1,10309,OK,route
APPROXIMATE,"Greenwich Village, New York, NY, USA",ChIJpxMyDJRZwokRX0XfgiHEgog,"South Village Historic District, Manhattan, NY, US",40.7335719,-74.0027418,2,,OK,"neighborhood,political"
APPROXIMATE,"Charleston, Staten Island, NY 10309, USA",ChIJ5z5skEi1w4kR4inDsOZ8txI,"Charleston Municipal Site, Staten Island, NY, US",40.5281967,-74.23554039999998,1,10309,OK,"neighborhood,political"
GEOMETRIC_CENTER,"E River Ferry, Brooklyn, NY, USA",EiBFIFJpdmVyIEZlcnJ5LCBCcm9va2x5biwgTlksIFVTQSIuKiwKFAoSCf-BeczSW8KJEQSzoZtDaUcXEhQKEgkJIXyUFkTCiRGGeAAEdFx2gg,"East River Ferry Text Amendment, Brooklyn, NY, US",40.7068287,-73.9924906,1,,OK,route
APPROXIMATE,"Staten Island, NY, USA",ChIJ59T0ee9FwokReLy6NIUfJ1A,"SS 25 Joanne Court, Staten Island, NY, US",40.5795317,-74.1502007,1,,OK,"political,sublocality,sublocality_level_1"
ROOFTOP,"41 Worth St, New York, NY 10013, USA",ChIJrRuZjB9awokRqtD5qBNVovc,"41 Worth Street Landmark, Manhattan, NY, US",40.717666,-74.0069386,1,10013,OK,street_address
ROOFTOP,"17 Page Ave, Staten Island, NY 10309, USA",ChIJs7NcuUS1w4kRp5pmNP9cCxM,"SS Page Avenue, Staten Island, NY, US",40.523943,-74.23439499999998,1,10309,OK,"establishment,food,point_of_interest,restaurant"
GEOMETRIC_CENTER,"City Island Bridge, over, Eastchester Rd, The Bronx, NY, United States",ChIJEeu7MX2MwokRQwy4c6zC3vY,"City Island Bridge, Bronx, NY, US",40.8563496,-73.7934953,1,,OK,"establishment,point_of_interest"
APPROXIMATE,"Theater District, New York, NY, USA",ChIJgzD7uFVYwokRXCoEdvGu-aA,"Times Square Major Concession, Manhattan, NY, US",40.759011,-73.98447220000001,1,,OK,"neighborhood,political"
APPROXIMATE,"Midtown East, New York, NY, USA",ChIJuz0pm-JYwokRfGONItGYHpc,"East Midtown, Manhattan, NY, US",40.7571432,-73.9718815,1,,OK,"neighborhood,political"
ROOFTOP,"245 W 77th St, New York, NY 10024, USA",ChIJk5YAFohYwokRAJaf5X-GeCk,"West End-Collegiate Historic District Extension, Manhattan, NY, US",40.7830266,-73.98155600000003,1,10024,OK,"church,establishment,place_of_worship,point_of_interest"
GEOMETRIC_CENTER,"Veterans Rd W, Staten Island, NY 10309, USA",ChIJ_wvN7iy1w4kR8dVgyua4y1k,"SS Veterans Road E. Berkshire & Wiltshire Lane, Staten Island, NY, US",40.54075599999999,-74.2247235,1,10309,OK,route
GEOMETRIC_CENTER,"E Fordham Rd, The Bronx, NY, USA",ChIJs7QbEoD0wokRlNDb7tgJSrw,"East Fordham Road Rezoning, Bronx, NY, US",40.8595729,-73.8874273,1,,OK,route
APPROXIMATE,"New York, NY, USA",ChIJOwg_06VPwokRYv534QaPC8g,"Flood Resilience Zoning Text Amendment, Citywide, NY, US",40.7127753,-74.0059728,1,,OK,"locality,political"
APPROXIMATE,"Willets Point, Queens, NY, USA",ChIJNVZf4glgwokRv0OJ665_RMc,"Willets Point Development Project, Queens, NY, US",40.7606911,-73.840436,1,,OK,"neighborhood,political"
APPROXIMATE,"Hudson Yards, New York, NY 10001, USA",ChIJT5P7cLZZwokRJhDnzKdPvSk,"Hudson Yards BID, Manhattan, NY, US",40.7542652,-74.003118,1,10001,OK,"neighborhood,political"
APPROXIMATE,"Crown Heights, Brooklyn, NY, USA",ChIJOw1m54NbwokRrBKS2RArkmw,"Crown Heights West Rezoning, Brooklyn, NY, US",40.66940220000001,-73.94223240000002,1,,OK,"neighborhood,political"
ROOFTOP,"8622 3rd Ave, Brooklyn, NY 11209, USA",ChIJ0z11yIpPwokR94gmvhHvMAc,"THE KETTLE BLACK, Brooklyn, NY, US",40.6228868,-74.0315047,1,11209,OK,"bar,establishment,food,point_of_interest,restaurant"
APPROXIMATE,"New York, NY, USA",ChIJOwg_06VPwokRYv534QaPC8g,"Revisions to the Waterfront Revitalization Program, Citywide, NY, US",40.7127753,-74.0059728,1,,OK,"locality,political"
APPROXIMATE,"Stuyvesant Heights, Brooklyn, NY, USA",ChIJqyWVWXZcwokRzS4dNKjooYU,"Expanded Stuyvesant Heights Historic District, Brooklyn, NY, US",40.6824166,-73.9319933,1,,OK,"neighborhood,political"
ROOFTOP,"17 Page Ave, Staten Island, NY 10309, USA",ChIJs7NcuUS1w4kRp5pmNP9cCxM,"SS Page Avenue, Staten Island, NY, US",40.523943,-74.23439499999998,1,10309,OK,"establishment,food,point_of_interest,restaurant"
ROOFTOP,"545 W 30th St, New York, NY 10001, USA",ChIJk_pSnbZZwokRdaibM21XKbw,"Culture Shed, Manhattan, NY, US",40.7532776,-74.00279619999998,1,10001,OK,"establishment,point_of_interest"
APPROXIMATE,"Glen Oaks, Queens, NY 11004, USA",ChIJXU2SrnpiwokRPUw27SfbnBI,"Bellerose-Floral Park-Glen Oaks Rezoning, Queens, NY, US",40.7471504,-73.7118223,1,11004,OK,"neighborhood,political"
ROOFTOP,"2727 Knapp St, Brooklyn, NY 11235, USA",ChIJAV6_mYFDwokRksyMVm-dzwk,"2713-2755 Knapp Street - Metro Storage, Brooklyn, NY, US",40.58752399999999,-73.931315,1,11235,OK,"establishment,point_of_interest,storage,store"
GEOMETRIC_CENTER,"Water St, New York, NY, USA",ChIJVcg0_jxawokRop7QarxythA,"Water Street Events Temporary Text Amendment, Manhattan, NY, US",40.7072379,-74.003935,1,,OK,route
ROOFTOP,"4305 S Mingo Rd, Tulsa, OK 74146, USA",ChIJY4h1HeKStocRkoOB45wMMpo,"LIC & PC district sidewalk cafés & LIC bulk mods, Queens, NY, US",36.100461,-95.8680459,1,74146,OK,"electronics_store,establishment,point_of_interest,store"
ROOFTOP,"17, 104 5th Ave, New York, NY 10011, USA",ChIJTwiiWLxZwokR8IYVMqF4KOg,"Manhattan Core text amendment, Manhattan, NY, US",40.7371344,-73.9930516,1,10011,OK,"establishment,point_of_interest,real_estate_agency"
ROOFTOP,"50 West St Apt 47a, New York, NY 10006, USA",ChIJ248E_hBawokRmOVKoVU4-0I,"47-50 WEST STREET, Manhattan, NY, US",40.7077623,-74.01499299999998,1,10006,OK,subpremise
,,,"AIRTRAIN AREA TEXT AMENDMENT, Queens, NY, US",,,0,,ZERO_RESULTS,
ROOFTOP,"150 Wooster St, New York, NY 10012, USA",ChIJf0zDaY5ZwokR58TSx8LzNRo,"150 WOOSTER STREET, Manhattan, NY, US",40.7260095,-73.99928359999998,1,10012,OK,premise
ROOFTOP,"Eastern Rd Building 77, Jamaica, NY 11430, USA",ChIJ_fA5jIxmwokRO4GJsylBuy0,"PROLOGIS DISPOSITION, Queens, NY, US",40.65124210000001,-73.76892480000002,1,11430,OK,"establishment,general_contractor,point_of_interest,storage"
ROOFTOP,"232 E 11th St, New York, NY 10003, USA",ChIJ4XgoIpxZwokRo3cnsgF5uRA,"East Village Lower East Side Historic District, Manhattan, NY, US",40.7305934,-73.98730440000001,2,10003,OK,"establishment,point_of_interest"
APPROXIMATE,"West Harlem, New York, NY, USA",ChIJr7u1Imz2wokRWW2tcYMLNYs,"WEST HARLEM REZONING, Manhattan, NY, US",40.8189374,-73.9522075,1,,OK,"neighborhood,political"
ROOFTOP,"210 Elizabeth St, New York, NY 10012, USA",ChIJB4f7_IVZwokRJD9LcOYEo6M,"ERY Public Access Area Certifications, Manhattan, NY, US",40.722198,-73.9940806,1,10012,OK,"bar,establishment,food,point_of_interest,restaurant"
APPROXIMATE,"South Dakota, USA",ChIJpTjphS1DfYcRt6SGMSnW8Ac,"SD 708 Rockaway Street, Staten Island, NY, US",43.9695148,-99.9018131,2,,OK,"administrative_area_level_1,political"
APPROXIMATE,"Bedford-Stuyvesant, Brooklyn, NY, USA",ChIJIbiotnVcwokR3OuRZieHvPM,"Bed-stuy North, Brooklyn, NY, US",40.6872176,-73.9417735,1,,OK,"neighborhood,political"
GEOMETRIC_CENTER,"Riverside Dr W, New York, NY 10032, USA",ChIJSem3fo_2wokRNKI3-9zyItk,"Riverside West End Ave. Hist Dist. Extension I, Manhattan, NY, US",40.8364104,-73.94851659999998,1,10032,OK,route
ROOFTOP,"250 Beach 17th St, Far Rockaway, NY 11691, USA",ChIJQ-adXqxowokRTMJi2zim2nE,"BROOKHAVEN REHAB & HEALTH CARE, Queens, NY, US",40.5963926,-73.75082979999998,1,11691,OK,"establishment,health,point_of_interest"
APPROXIMATE,"Woodhaven, Queens, NY, USA",ChIJYXNrrOVdwokR0OqVEoa7g50,"WOODHAVEN-RICHMOND HILL REZONING, Queens, NY, US",40.6901366,-73.85660870000002,1,,OK,"neighborhood,political"
GEOMETRIC_CENTER,"Brooklyn, NY 11215, USA",ChIJmbpVC_1awokRbXbJdTDpPJM,"Park Slope Historic District Extension, Brooklyn, NY, US",40.673354,-73.9759098,1,11215,OK,"establishment,point_of_interest"
RANGE_INTERPOLATED,"136 Mayberry Promenade, Staten Island, NY 10312, USA",EjQxMzYgTWF5YmVycnkgUHJvbWVuYWRlLCBTdGF0ZW4gSXNsYW5kLCBOWSAxMDMxMiwgVVNBIhsSGQoUChIJYxWH3URKwokRKZrT6j4Qp9sQiAE,"SS 136 Mayberry Promenade, Staten Island, NY, US",40.5294089,-74.15756850000002,1,10312,OK,street_address
ROOFTOP,"1776 Eastchester Rd, The Bronx, NY 10461, USA",ChIJTz49ZKmMwokRMP4rAQlNtvk,"Creston Ave Residences, Bronx, NY, US",40.8493247,-73.8425338,1,10461,OK,"establishment,lodging,point_of_interest"
APPROXIMATE,"Upper West Side, New York, NY, USA",ChIJ1bsw-4JYwokRbMTfRoskJl4,"UWS Special Enhanced Commercial Districts, Manhattan, NY, US",40.7870106,-73.9753676,1,,OK,"neighborhood,political"
APPROXIMATE,"Manhattan, New York, NY, USA",ChIJYeZuBI9YwokRjMDs_IEyCwo,"EASTERN RAIL YARDS TEXT REZONING, Manhattan, NY, US",40.7830603,-73.9712488,1,,OK,"political,sublocality,sublocality_level_1"
GEOMETRIC_CENTER,"The High Line, New York, NY 10011, USA",ChIJ5bQPhMdZwokRkTwKhVxhP1g,"EASTERN RAIL YARD HIGH LINE TEXT AMENDMENT, Manhattan, NY, US",40.7479925,-74.00476490000001,1,10011,OK,"establishment,park,point_of_interest"
ROOFTOP,"2nd floor, 84 E 10th St, New York, NY 10003, USA",ChIJE8Xa5ZtZwokRseixjyNNHZE,"Zone Green Text Amendment, Citywide, NY, US",40.730868,-73.98993899999998,1,10003,OK,"establishment,health,point_of_interest"
GEOMETRIC_CENTER,"Queens Plaza N, Queens, NY 11101, USA",ChIJ7YDVttVYwokRV2k-nrMpnKI,"Special Sign Regs in Queens Plaza Subdistrict, Queens, NY, US",40.7509846,-73.9402762,1,11101,OK,route
ROOFTOP,"131 E 10th St, New York, NY 10003, USA",ChIJa3i-PJxZwokRsPim6LUlxc0,"PROPOSED E.10TH ST.HISTORIC DIST., Manhattan, NY, US",40.7303309,-73.9871178,1,10003,OK,"church,establishment,place_of_worship,point_of_interest"
ROOFTOP,"166 W 87th St, New York, NY 10024, USA",ChIJrcmvhoRYwokRFnzda05iPzk,"RIVERSIDE CENTER, Manhattan, NY, US",40.787934,-73.9740927,1,10024,OK,"establishment,point_of_interest"
ROOFTOP,"166 W 87th St, New York, NY 10024, USA",ChIJrcmvhoRYwokRFnzda05iPzk,"RIVERSIDE CENTER, Manhattan, NY, US",40.787934,-73.9740927,1,10024,OK,"establishment,point_of_interest"
APPROXIMATE,"New York, NY, USA",ChIJOwg_06VPwokRYv534QaPC8g,"(E) DESIGNATIONS TEXT AMENDMENT, Citywide, NY, US",40.7127753,-74.0059728,1,,OK,"locality,political"
ROOFTOP,"2640 Grand Concourse, The Bronx, NY 10458, USA",ChIJ1YpqNYHzwokRoH-gJs0TW1g,"PROPOSED GRAND CONCOURSE HISTORIC, Bronx, NY, US",40.8655316,-73.8942093,1,10458,OK,"establishment,museum,point_of_interest"
ROOFTOP,"209 Joralemon St, Brooklyn, NY 11201, USA",ChIJRzJqIE1awokRz3UG3VkZejI,"BOROUGH HALL SKYSCRAPER HISTORIC, Brooklyn, NY, US",40.6929218,-73.99028050000003,1,11201,OK,"establishment,local_government_office,point_of_interest"
GEOMETRIC_CENTER,"Randall’s Island Connector, New York, NY, USA",ChIJE0-3jez1wokRWzqVNN6O7JE,"Randall's Island Connector, Citywide, NY, US",40.7989655,-73.9144532,1,,OK,route
APPROXIMATE,"Hunts Point, The Bronx, NY, USA",ChIJVysxdwb1wokRQn7CDdS0OTw,"HUNTS POINT ALTERNATIVE FUEL FACILITY, Bronx, NY, US",40.8094385,-73.8803315,1,,OK,"neighborhood,political"
ROOFTOP,"358 N Broadway, Hicksville, NY 11801, USA",ChIJbZtR5fiAwokRUu_dB9Ej3dY,"BROADWAY MALLS TEXT AMEND., Manhattan, NY, US",40.7730993,-73.5314125,1,11801,OK,"establishment,point_of_interest,shopping_mall"
GEOMETRIC_CENTER,"42 St-Bryant Park Subway Station, New York, NY 10018, USA",ChIJCw1ewKpZwokRD_JLDK0rqaE,"W96 ST.SUBWAY STATION/B'WAY MALL PK, Manhattan, NY, US",40.75483679999999,-73.9841215,1,10018,OK,"establishment,point_of_interest,subway_station,transit_station"
ROOFTOP,"21 Flushing Ave, Brooklyn, NY 11205, USA",ChIJIZmZAC1bwokRJifjFlfnT9Y,"ADMIRALS ROW PLAZA, Brooklyn, NY, US",40.6988792,-73.97934659999999,1,11205,OK,"establishment,point_of_interest,shopping_mall"
GEOMETRIC_CENTER,"4th Ave, Brooklyn, NY, USA",ChIJY9tXJ8hawokRGYwdUTXKrHs,"SPECIAL 4TH AVE. ENHANCED COMM DIST, Brooklyn, NY, US",40.6497863,-74.0090187,1,,OK,route
ROOFTOP,"1087 E Tremont Ave, The Bronx, NY 10460, USA",ChIJiUppao30wokRCUGAfrbt5SM,"BRONX RIVER ART CENTER, Bronx, NY, US",40.840212,-73.87847599999998,1,10460,OK,"art_gallery,establishment,point_of_interest"
ROOFTOP,"43 Ottavio Promenade, Staten Island, NY 10307, USA",ChIJJVOFTqXKw4kRL1RxHTJlqkg,"43 OTTAVIO PROMENADE, Staten Island, NY, US",40.5030644,-74.23068339999998,1,10307,OK,street_address
ROOFTOP,"42 Arbutus Ave, Staten Island, NY 10312, USA",ChIJpQ70V-5KwokRjt4leSai1MQ,"42 ARBUTUS AVENUE, Staten Island, NY, US",40.5329313,-74.18584709999998,1,10312,OK,street_address
GEOMETRIC_CENTER,"Crotona Park E, The Bronx, NY, USA",ChIJQ7wc2V70wokRDNhHyf7Y43w,"CROTONA PARK E/W FARM, Bronx, NY, US",40.8366497,-73.89220470000002,1,,OK,route
GEOMETRIC_CENTER,"Crotona Park E, The Bronx, NY, USA",ChIJQ7wc2V70wokRDNhHyf7Y43w,"CROTONA PARK EAST/WEST FARMS, Bronx, NY, US",40.8366497,-73.89220470000002,1,,OK,route
APPROXIMATE,"Williamsbridge, The Bronx, NY, USA",ChIJb5yANjjzwokRyOARVefjVzI,"WILLIAMSBRIDGE/BAYCHESTER REZONING, Bronx, NY, US",40.8776859,-73.85660870000002,2,,OK,"neighborhood,political"
GEOMETRIC_CENTER,"Charlotte St, The Bronx, NY 10457, USA",ChIJj3iA1V30wokR1CMinu02jWs,"CROTONA PARK - WEST FARMS ROAD, Bronx, NY, US",40.8380609,-73.89303009999998,1,10457,OK,"establishment,point_of_interest,travel_agency"
APPROXIMATE,"Boerum Hill, Brooklyn, NY, USA",ChIJd-tZW1JawokRmhW4DOdlzTY,"BOERUM HILL REZONING, Brooklyn, NY, US",40.6848689,-73.98447220000001,1,,OK,"neighborhood,political"
ROOFTOP,"520 W 28th St, New York, NY 10001, USA",ChIJ62FpHPZYwokR2E25Od6gZOs,"WEST 28TH ST, Citywide, NY, US",40.751033,-74.0029218,1,10001,OK,"establishment,point_of_interest"
ROOFTOP,"520 Beach 19th St, Far Rockaway, NY 11691, USA",ChIJTbmLGqxowokRb7dp6qm1xGM,"ROCKAWAY FIREHOUSE REHAB, Queens, NY, US",40.5998791,-73.75206589999998,1,11691,OK,"establishment,health,hospital,point_of_interest"
GEOMETRIC_CENTER,"Maguire Ave, Staten Island, NY 10309, USA",ChIJRb-DvM5KwokRykRig_jsd7s,"MAGUIRE WOODS ESTATE, Staten Island, NY, US",40.53533779999999,-74.21167870000002,1,10309,OK,route
GEOMETRIC_CENTER,"Brookfield Park, Arthur Kill Rd &, Brookfield Ave, Staten Island, NY 10308, United States",ChIJn6-YbphLwokROrcPI9P_KIo,"REMEDIATION BROOKFIELD AVE LANDFILL, Staten Island, NY, US",40.563713,-74.16279399999998,1,10308,OK,"establishment,park,point_of_interest"
ROOFTOP,"738 Annadale Rd, Staten Island, NY 10312, USA",ChIJE0WX4_1KwokR3LLsfsVPcko,"738 ANNADALE ROAD, Staten Island, NY, US",40.54403,-74.17713599999998,1,10312,OK,street_address
APPROXIMATE,"Sunnyside, Queens, NY, USA",ChIJ0Tq4bdFewokRSJzdHSpchLw,"SUNNYSIDE/WOODSIDE REZONING, Queens, NY, US",40.74327589999999,-73.9196324,2,,OK,"neighborhood,political"
RANGE_INTERPOLATED,"493 Colon Ave #489, Staten Island, NY 10308, USA",EjA0ODksIDQ5MyBDb2xvbiBBdmUsIFN0YXRlbiBJc2xhbmQsIE5ZIDEwMzA4LCBVU0EiJBoiChsSGQoUChIJqVOmTr1LwokRvWCLgH8Jr5sQ7QMSAzQ4OQ,"489, 493, 497 COLON AVE, Staten Island, NY, US",40.5618236,-74.1587897,1,10308,OK,subpremise
ROOFTOP,"35-48 31st St, Astoria, NY 11106, USA",ChIJ-9CoBi5fwokRvw2oVoKBZq4,"31ST ST PIZZA, Queens, NY, US",40.7570465,-73.92975159999997,1,11106,OK,"establishment,food,point_of_interest,restaurant"
GEOMETRIC_CENTER,"Willis Ave Bridge, New York, NY, USA",EiRXaWxsaXMgQXZlIEJyaWRnZSwgTmV3IFlvcmssIE5ZLCBVU0EiLiosChQKEgkHe1YE5_XCiRF7rSRKQCSCLRIUChIJYeZuBI9YwokRjMDs_IEyCwo,"WILLIS AVE BRIDGE, Manhattan, NY, US",40.8042473,-73.92741099999998,1,,OK,route
GEOMETRIC_CENTER,"Hudson St, New York, NY, USA",EhxIdWRzb24gU3QsIE5ldyBZb3JrLCBOWSwgVVNBIi4qLAoUChIJGzCguvJZwokRwf9v5h2N6SsSFAoSCYuDGVSIWcKJETzb1m4vnNMC,"HUDSON MEWS SOUTH, Manhattan, NY, US",40.7279415,-74.0072157,1,,OK,route
ROOFTOP,"180 Broadway, New York, NY 10038, USA",ChIJlXtMLRhawokRrGD5b14_Yhw,"180-184 BROADWAY, Manhattan, NY, US",40.7100026,-74.0094405,1,10038,OK,premise
ROOFTOP,"170 Edgegrove Ave, Staten Island, NY 10312, USA",ChIJ0ckKnf1KwokR1y-BHVWS0Yk,"170 EDGEGROVE AVENUE, Staten Island, NY, US",40.5444509,-74.1797078,1,10312,OK,premise
ROOFTOP,"170 Edgegrove Ave, Staten Island, NY 10312, USA",ChIJ0ckKnf1KwokR1y-BHVWS0Yk,"170 EDGEGROVE AVENUE, Staten Island, NY, US",40.5444509,-74.1797078,1,10312,OK,premise
ROOFTOP,"94 Avenue A, New York, NY 10009, USA",ChIJjRS-soJZwokRyvvVRspU2jI,"SPEC 125ST DIST SIDEWALK CAFES, Manhattan, NY, US",40.7254628,-73.98371429999997,1,10009,OK,"bar,cafe,establishment,food,point_of_interest,restaurant"
GEOMETRIC_CENTER,"Freshkills Park, Freshkills Park, Staten Island, NY 10314, United States",ChIJt5Y1K3xLwokRcrFMDAs6WGo,"FRESH KILLS PARK NORTH PARK PHASE I, Staten Island, NY, US",40.5772365,-74.1858183,1,10314,OK,"establishment,park,point_of_interest"
ROOFTOP,"75 Innis St, Staten Island, NY 10302, USA",ChIJ2bEKzcZNwokRrEdZsGygPyA,"JOHN ST/EATON PLACE BRIDGE, Staten Island, NY, US",40.6341569,-74.14374819999998,1,10302,OK,"bar,establishment,food,point_of_interest,restaurant"
GEOMETRIC_CENTER,"Dehart Ave, Staten Island, NY 10303, USA",ChIJ35P7DbtNwokR8LlHDJpQkVA,"DE HART AVE BRIDGE, Staten Island, NY, US",40.6344999,-74.15701290000001,1,10303,OK,route
APPROXIMATE,"Hell's Kitchen, New York, NY, USA",ChIJUWBgpFBYwokRAprvYGCydhk,"WEST CLINTON REZONING, Manhattan, NY, US",40.7637581,-73.9918181,1,,OK,"neighborhood,political"
GEOMETRIC_CENTER,"120 Westchester Square # A, The Bronx, NY 10461, United States",ChIJ1StZLLP0wokR1MZ7EMwC2rE,"WESTCHESTER SQUARE BUSINESS DIST., Bronx, NY, US",40.8403449,-73.8418073,1,10461,OK,"establishment,point_of_interest"
APPROXIMATE,"Jamaica, Queens, NY, USA",ChIJMS_DLCZhwokRZqWCL6Zrssc,"SO JAMAICA, Queens, NY, US",40.702677,-73.7889689,1,,OK,"neighborhood,political"
APPROXIMATE,"Addisleigh Park Historic District, Queens, NY, USA",ChIJnd8MozdhwokR_rXanTb287g,"ADDISLEIGH PARK HISTORIC DISTRICT, Queens, NY, US",40.694897,-73.77352619999998,1,,OK,"neighborhood,political"
GEOMETRIC_CENTER,"Spanish Camp, Staten Island, NY 10312, USA",ChIJ48pPUvVKwokRvHnAsFV0_-4,"CENTRAL PK E ESTATES/SPANISH CAMP, Staten Island, NY, US",40.5247028,-74.17184069999998,1,10312,OK,route
ROOFTOP,"231 W 246th St, The Bronx, NY 10471, USA",ChIJBX4JVK7zwokRzXZEm2ApQLk,"HORACE MANN SCHOOL, Bronx, NY, US",40.8932279,-73.89956289999998,1,10471,OK,"establishment,point_of_interest,school"
GEOMETRIC_CENTER,"Wythe Ave, Brooklyn, NY, USA",ChIJcxL5jd9bwokR-pKT5-mvYTU,"WYTHE AVE REZONING, Brooklyn, NY, US",40.71286509999999,-73.9657721,1,,OK,route
GEOMETRIC_CENTER,"Webster Ave, The Bronx, NY, USA",ChIJ98w3MH_zwokRTM2cLxV5gB8,"WEBSTER AVE/BEDFORD PK/NORWOOD REZO, Bronx, NY, US",40.86488410000001,-73.8873042,1,,OK,route
ROOFTOP,"2880 Bruckner Blvd, The Bronx, NY 10465, USA",ChIJa5Aqk0eLwokRJkDgnJ10mdg,"CROSSTOWN DINER, Bronx, NY, US",40.832521,-73.828592,1,10465,OK,"bar,establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant,store"
ROOFTOP,"217 Park Row #9, New York, NY 10038, USA",ChIJzfFAISRawokReQgrDUyPNgQ,"CHINATOWN BID, Manhattan, NY, US",40.7130479,-73.9987505,1,10038,OK,"establishment,point_of_interest"
,,,"COMMUNITY BOARD #6, Queens, NY, US",,,0,,REQUEST_DENIED,
RANGE_INTERPOLATED,"136 Mayberry Promenade, Staten Island, NY 10312, USA",EjQxMzYgTWF5YmVycnkgUHJvbWVuYWRlLCBTdGF0ZW4gSXNsYW5kLCBOWSAxMDMxMiwgVVNBIhsSGQoUChIJYxWH3URKwokRKZrT6j4Qp9sQiAE,"136 MAYBERRY PROMENADE, Staten Island, NY, US",40.5294089,-74.15756850000002,1,10312,OK,street_address
ROOFTOP,"211 Darlington Ave, Staten Island, NY 10312, USA",ChIJoRGT2OdKwokRdThlTpiKQEs,"211 DARLINGTON AVENUE, Staten Island, NY, US",40.5371406,-74.1924923,1,10312,OK,premise
APPROXIMATE,"New York, NY, USA",ChIJOwg_06VPwokRYv534QaPC8g,"KEY TERMS CLARIFICATION TEXT, Citywide, NY, US",40.7127753,-74.0059728,1,,OK,"locality,political"
GEOMETRIC_CENTER,"Glenn Ave, Queens, NY 11432, USA",ChIJ6fXCGOdgwokRekT-T2WNgVo,"GLENN AVE, Queens, NY, US",40.7122749,-73.8016315,1,11432,OK,route
APPROXIMATE,"Ridgewood, Queens, NY, USA",ChIJIzZTSINewokR1IAJAc-zfs0,"RIDGEWOOD SOUTH, Queens, NY, US",40.70439860000001,-73.9018292,1,,OK,"neighborhood,political"
APPROXIMATE,"Staten Island, NY, USA",ChIJ59T0ee9FwokReLy6NIUfJ1A,"SI COMMERCIAL REZONING, Staten Island, NY, US",40.5795317,-74.1502007,1,,OK,"political,sublocality,sublocality_level_1"
ROOFTOP,"195 Montague St 14th Floor, Brooklyn, NY 11201, USA",ChIJPx5JY1f6ZUARKgyTrLHUJak,"ATLANTIC AVENUE BID, Brooklyn, NY, US",40.6942731,-73.9913071,1,11201,OK,"establishment,point_of_interest"
APPROXIMATE,"SoHo, New York, NY, USA",ChIJ8-JRXoxZwokRGPiQ9Ek0L84,"SOHO BID, Manhattan, NY, US",40.723301,-74.0029883,2,,OK,"neighborhood,political"
GEOMETRIC_CENTER,"Jarvis Ave, Staten Island, NY 10312, USA",ChIJ88saA41KwokRR4zF5qaWywY,"JARVIS AVE, Staten Island, NY, US",40.523283600000006,-74.1798936,1,10312,OK,route
APPROXIMATE,"New York, NY, USA",ChIJOwg_06VPwokRYv534QaPC8g,"KEY TERMS CLARIFICATION TEXT, Citywide, NY, US",40.7127753,-74.0059728,1,,OK,"locality,political"
GEOMETRIC_CENTER,"Industrial Loop, Staten Island, NY 10309, USA",ChIJBTZjFSa1w4kRcSMHUJYwPQM,"INDUSTRIAL LOOP EASEMENT REMOVAL, Staten Island, NY, US",40.5518499,-74.23195869999998,1,10309,OK,route
APPROXIMATE,"Sunnyside, Staten Island, NY, USA",ChIJ1Sl_F2JOwokRmN29_Pn_CWw,"GRYMES HILL/SUNNYSIDE, Staten Island, NY, US",40.6127882,-74.1049093,1,,OK,"neighborhood,political"
GEOMETRIC_CENTER,"Hylan Blvd & Arbutus Ave, Staten Island, NY 10312, USA",EjZIeWxhbiBCbHZkICYgQXJidXR1cyBBdmUsIFN0YXRlbiBJc2xhbmQsIE5ZIDEwMzEyLCBVU0EiZiJkChQKEgmnQHza8krCiRGcUdMs0SFfNBIUChIJp0B82vJKwokRnFHTLNEhXzQaFAoSCTcvoM-8S8KJEWRRuDknJsWZGhQKEgnXAnyY8krCiRGN85SNTUog-iIKDRbNJxgV-_nI0w,"ARBUTUS AVE, HYLAN BLVD, Staten Island, NY, US",40.526159,-74.1803525,1,10312,OK,intersection
ROOFTOP,"4902 Fort Hamilton Pkwy, Brooklyn, NY 11219, USA",ChIJw6FuKzNFwokRsIXvoYrVQIE,"3 IN 1 KITCHEN, Brooklyn, NY, US",40.638411700000006,-73.99795809999998,1,11219,OK,"establishment,food,point_of_interest,restaurant"
GEOMETRIC_CENTER,"Washington St, New York, NY, USA",ChIJpbPOPfRZwokRNVPOBKcqJMg,"WASHINGTON/GREENWICH STS, Manhattan, NY, US",40.72286610000001,-74.0104589,2,,OK,route
GEOMETRIC_CENTER,"3rd Ave, New York, NY, USA",ChIJAScMMupYwokRnhWalEuqcnc,"3RD AVE CORRIDOR REZONING, Manhattan, NY, US",40.7671906,-73.96247989999998,1,,OK,route
