accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
GEOMETRIC_CENTER,"E 180th St, The Bronx, NY, USA",ChIJA_CYu4n0wokRY3aHCtkJk-g,"180TH ST, Bronx, NY, US",40.8470404,-73.8867297,1,,OK,route
ROOFTOP,"15 Chess Loop, Staten Island, NY 10306, USA",ChIJK4-K-ZJLwokRB9F1cD76xwc,"33-73 CHESS LOOP, 15-55 KNIGHT LOOP, Staten Island, NY, US",40.5688408,-74.1500183,1,10306,OK,street_address
GEOMETRIC_CENTER,"North Dr, Queens, NY 11357, USA",ChIJabG8jLiKwokRowaXYcpLdyA,"SEWERAGE DIST NO. 50SW62, 50S89, Queens, NY, US",40.7914013,-73.8272176,1,11357,OK,route
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"5302, 2145 NE 36th St, Oklahoma City, OK 73111, United States",ChIJWZ4vC4cXsocRewMbzsIxhCU,"45TH & 46TH AVES TO E TERMINUS OF CANAL, Queens, NY, US",35.5079285,-97.4738102,1,73111,OK,"establishment,museum,point_of_interest"
GEOMETRIC_CENTER,"Madison Ave & E 135th St, New York, NY 10037, USA",EjFNYWRpc29uIEF2ZSAmIEUgMTM1dGggU3QsIE5ldyBZb3JrLCBOWSAxMDAzNywgVVNBImYiZAoUChIJR4No-HX2wokRT_3KC7cP9akSFAoSCUeDaPh19sKJEU_9ygu3D_WpGhQKEgmvSWs1lljCiRHlUVi21rQu-RoUChIJLXfousL1wokRFvSJMgkuoloiCg11blMYFWE_7tM,"MADISON AVE,E135TH ST, Manhattan, NY, US",40.8120949,-73.9360927,1,10037,OK,intersection
ROOFTOP,"Brooklyn, NY 11235, USA",ChIJhUOD_IdDwokRmi0kkS1w9Wc,"District CI-130, Brooklyn, NY, US",40.5804255,-73.93540809999998,1,11235,OK,"cafe,establishment,food,point_of_interest,subpremise"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"New York Vietnam Veterans Memorial, 55 Water St, New York, NY 10041, USA",ChIJ6UIVsxVawokR3eZJUCIPr3E,"VIET NAM VETERANS PARK TUNNEL., Manhattan, NY, US",40.7026773,-74.0097895,1,10041,OK,"establishment,park,point_of_interest"
GEOMETRIC_CENTER,"157th St, Queens, NY, USA",ChIJ6WBVFSphwokR3YQyAiZy6QA,"157TH ST BET LINDEN BLVD & FOCH BLVD, Queens, NY, US",40.6920557,-73.79352659999998,2,,OK,route
GEOMETRIC_CENTER,"Meehan Ave, Philadelphia, PA 19119, USA",ChIJa4L7ALy5xokRXjsZeSVucnM,"MEEHAN AVE BET B9TH ST & B7TH ST, Queens, NY, US",40.057343,-75.1841328,1,19119,OK,route
ROOFTOP,"4126 Rainer St, Shreveport, LA 71107, USA",ChIJnZEtFtXNNoYRYwCDgHy1nEw,"SEWERAGE DIST NO.43X16, Bronx, NY, US",32.5234189,-93.8243671,1,71107,OK,"establishment,point_of_interest"
ROOFTOP,"130 W 25th St, New York, NY 10001, USA",ChIJz_PtFqVZwokRi7fsTmKRdwU,"130 W25TH ST, Manhattan, NY, US",40.7445754,-73.99326959999998,1,10001,OK,premise
GEOMETRIC_CENTER,"Park Drive North, E 72nd St, New York, NY 10021, United States",ChIJm17AB5pYwokRWLJ6lEtXKOA,"CENTRAL PARK CAFE, Manhattan, NY, US",40.7753313,-73.9687344,1,10021,OK,"bar,establishment,food,point_of_interest,restaurant"
APPROXIMATE,"Brooklyn, NY, USA",ChIJCSF8lBZEwokRhngABHRcdoI,"DISPOSITION OF CITY-OWNED PROPERTY, Brooklyn, NY, US",40.6781784,-73.94415790000002,1,,OK,"political,sublocality,sublocality_level_1"
ROOFTOP,"190 Allen St, New York, NY 10002, USA",ChIJoyQr8YNZwokRdL0uw5E15Eg,"KAN PAI JAPANESE RESTAURANT, Manhattan, NY, US",40.7221068,-73.9885583,1,10002,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"157-11 Rockaway Blvd, Jamaica, NY 11434, USA",ChIJ4TeM3OlmwokRwg0AOb98ma8,"157-11 ROCKAWAY BLVD, Queens, NY, US",40.6662027,-73.7790186,1,11434,OK,premise
APPROXIMATE,"Douglaston, Queens, NY, USA",ChIJl-Ipe_iJwokRWDQla8gRmmk,"LITTLE NECK/DOUGLASTON 197A, Queens, NY, US",40.76401509999999,-73.74337270000002,1,,OK,"neighborhood,political"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
GEOMETRIC_CENTER,"Front St & Washington St, Brooklyn, NY 11201, USA",EjFGcm9udCBTdCAmIFdhc2hpbmd0b24gU3QsIEJyb29rbHluLCBOWSAxMTIwMSwgVVNBImYiZAoUChIJR1_KRDFawokRmrXzh2sZBE4SFAoSCUdfykQxWsKJEZq184drGQROGhQKEgnZjFiUM1rCiRE_7SPEo_o5mBoUChIJIaxUWzFawokRB1sf6Bs2oIAiCg0LtkIYFTsU5tM,"FRONT ST,WASHINGTON ST, Brooklyn, NY, US",40.70251629999999,-73.9896261,1,11201,OK,intersection
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
GEOMETRIC_CENTER,"E 139th St, The Bronx, NY, USA",ChIJYSIJdcH1wokR1f7mJtzVWlc,"E139TH ST BET 5TH AVE & HARLEM RIVER DR, Manhattan, NY, US",40.8075129,-73.91702409999998,2,,OK,route
ROOFTOP,"225 W 34th St #408, New York, NY 10122, USA",ChIJzRh27QdZwokRw4eL23ZqU5E,"FIRST INVESTOR CORP, Staten Island, NY, US",40.7518134,-73.9916803,1,10122,OK,"establishment,finance,point_of_interest"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"4402 Avenue D, Brooklyn, NY 11203, USA",ChIJt-LJmadcwokRyOTIRZRiOHQ,"CHURCH LANE A/K/A THE RD/OLD DUTCH RD/RD TO LOTT'S, Brooklyn, NY, US",40.64150799999999,-73.9347422,2,11203,OK,"church,establishment,insurance_agency,place_of_worship,point_of_interest"
RANGE_INTERPOLATED,"7 South St D7, Staten Island, NY 10310, USA",EixENywgNyBTb3V0aCBTdCwgU3RhdGVuIElzbGFuZCwgTlkgMTAzMTAsIFVTQSIiGiAKGhIYChQKEgnNQEkbc07CiRFHadQhRAKj5hAHEgJENw,"DIST D7(S-7), Staten Island, NY, US",40.63378609999999,-74.1147603,1,10310,OK,subpremise
APPROXIMATE,"The Bronx, NY, USA",ChIJsXxpOlWLwokRd1zxj6dDblU,"45c20(r-4)45d12(r4), Bronx, NY, US",40.8447819,-73.86482679999997,1,,OK,"political,sublocality,sublocality_level_1"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
GEOMETRIC_CENTER,"Coenties Slip, New York, NY, USA",ChIJASfqOBRawokR9x1KVZQJheI,"COENTIES SLIP PARK, Manhattan, NY, US",40.703446,-74.010348,1,,OK,route
APPROXIMATE,"Brooklyn, NY, USA",ChIJCSF8lBZEwokRhngABHRcdoI,"DIST NO. 0H-105, Brooklyn, NY, US",40.6781784,-73.94415790000002,1,,OK,"political,sublocality,sublocality_level_1"
APPROXIMATE,"Charleston, SC, USA",ChIJdySo3EJ6_ogRa-zhruD3-jU,"CHARLESTON & LUCILLE AVES, Staten Island, NY, US",32.776474900000004,-79.93105120000001,1,,OK,"locality,political"
ROOFTOP,"3002 Knapp St, Brooklyn, NY 11235, USA",ChIJo2-ynH9DwokR9S2vfjGn-xE,"Coney Island Water Pollution Plant, Brooklyn, NY, US",40.590687,-73.93341029999998,1,11235,OK,"establishment,point_of_interest"
ROOFTOP,"119 South St, New York, NY 10038, USA",ChIJp1xmvDxawokR--2ZxQQ7NeM,"CAFE DE PARIS, Manhattan, NY, US",40.7072708,-74.00158689999998,1,10038,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
GEOMETRIC_CENTER,"E 166th St & Boston Rd, The Bronx, NY 10456, USA",EjBFIDE2NnRoIFN0ICYgQm9zdG9uIFJkLCBUaGUgQnJvbngsIE5ZIDEwNDU2LCBVU0EiZiJkChQKEgkh9tE8TPTCiRFjyF96HmuyxRIUChIJIfbRPEz0wokRY8hfeh5rssUaFAoSCQmbc4RJ9MKJEbEwEppkkv2nGhQKEgkbcsjsX_PCiRGiWmkjZTElNCIKDa6-VRgVJwHz0w,"E169TH ST, E166TH ST, BOSTON  RD, UNION AVE, Bronx, NY, US",40.8272558,-73.9049177,2,10456,OK,intersection
ROOFTOP,"345 Park Ave, New York, NY 10154, USA",ChIJBxN_lfxYwokRKDaMlqPWuLU,"BLACKSTONE & INDEPENDENT AVES, Bronx, NY, US",40.7581073,-73.9726262,1,10154,OK,"establishment,finance,point_of_interest"
ROOFTOP,"936 Amsterdam Ave, New York, NY 10025, USA",ChIJCwnQmCT2wokRT1vH5l91_ck,"THE AMSTERDAM CAFE, Manhattan, NY, US",40.8006579,-73.96584250000002,1,10025,OK,"bar,establishment,food,point_of_interest,restaurant"
,,,"SEWERAGE DIST-D.P. #0B-5 (S-6)(R-1), Staten Island, NY, US",,,0,,REQUEST_DENIED,
GEOMETRIC_CENTER,"Ocean Rd, Staten Island, NY 10308, USA",ChIJq76i4shLwokRkKCOKumvwSk,"OCEAN WALK, Staten Island, NY, US",40.547719,-74.1438096,3,10308,OK,route
APPROXIMATE,"Manhattan, New York, NY, USA",ChIJYeZuBI9YwokRjMDs_IEyCwo,"SYLVETTE REST, Manhattan, NY, US",40.7830603,-73.9712488,1,,OK,"political,sublocality,sublocality_level_1"
ROOFTOP,"CitySpire Center, New York, NY 10019, USA",ChIJ19bm1flYwokRsMMfz-5ZdOw,"CITYSPIRE, Manhattan, NY, US",40.7644489,-73.97972879999998,1,10019,OK,premise
APPROXIMATE,"Brooklyn, NY, USA",ChIJCSF8lBZEwokRhngABHRcdoI,"CAPITAL PROJ SITE, Brooklyn, NY, US",40.6781784,-73.94415790000002,1,,OK,"political,sublocality,sublocality_level_1"
GEOMETRIC_CENTER,"3rd Ave, The Bronx, NY, USA",ChIJpfTS_Uf0wokR1z6IZLZxTbo,"THIRD AVE GORE, Bronx, NY, US",40.83273360000001,-73.90503570000001,1,,OK,route
GEOMETRIC_CENTER,"Statue of Liberty National Monument, New York, NY 10004, USA",ChIJPTacEpBQwokRKwIlDXelxkA,"LIBERTY LINE EXPRESS, Citywide, NY, US",40.6892494,-74.04450039999998,1,10004,OK,"establishment,park,point_of_interest"
GEOMETRIC_CENTER,"408 West 7th Street, Independence, KS 67301, United States",ChIJez2ph2pxToYR8i0LiwFn9g0,"T&M AUTO PARTS CO, Queens, NY, US",37.09024,-95.712891,1,67301,OK,"clothing_store,establishment,point_of_interest,store"
ROOFTOP,"695 Park Ave, New York, NY 10065, USA",ChIJiQifietYwokRH-532KcK6bU,"HUNTER COLLEGE, Manhattan, NY, US",40.7682912,-73.9644936,1,10065,OK,"establishment,point_of_interest,university"
GEOMETRIC_CENTER,"Paulding Ave, Staten Island, NY 10314, USA",ChIJJ1poJllMwokRNc7m7FApnZs,"MERRILL AVE, PAULDING AVE & RICHMOND AVE, Staten Island, NY, US",40.6087069,-74.1677079,1,10314,OK,route
GEOMETRIC_CENTER,"Park Ave & E 40th St, New York, NY 10016, USA",Ei1QYXJrIEF2ZSAmIEUgNDB0aCBTdCwgTmV3IFlvcmssIE5ZIDEwMDE2LCBVU0EiZiJkChQKEgn_8MpqAVnCiRGj7tYA28dLqxIUChIJ__DKagFZwokRo-7WANvHS6saFAoSCdWfFCRkt8KJEdmdFNTJZWAeGhQKEgmdcOjvA1nCiRGs-TSeYhDhnSIKDUoXShgVm77n0w,"VIADUCT ON PARK AVE AT E40TH ST, Manhattan, NY, US",40.750881,-73.97871090000002,1,10016,OK,intersection
APPROXIMATE,"Staten Island, NY, USA",ChIJ59T0ee9FwokReLy6NIUfJ1A,"SEWERAGE DISTRICT NO. D2(R-5), Staten Island, NY, US",40.5795317,-74.1502007,1,,OK,"political,sublocality,sublocality_level_1"
ROOFTOP,"879 Whittier St, The Bronx, NY 10474, USA",ChIJcVoHaKP0wokRZCONDdwy4DI,"Drainage Plan 40R, Bronx, NY, US",40.820039,-73.885221,1,10474,OK,"establishment,home_goods_store,plumber,point_of_interest,store"
ROOFTOP,"106-24 159th St, Jamaica, NY 11433, USA",ChIJIefH4tdgwokRiZuIcudsi3c,"SOUTH JAMAICA I 2ND AMENDED URP, Queens, NY, US",40.6977144,-73.795987,1,11433,OK,"establishment,local_government_office,point_of_interest"
GEOMETRIC_CENTER,"Charleston Ave, Staten Island, NY 10309, USA",ChIJncYjR9VKwokRSZKm_F6v9hA,"CHARLESTON PLAZA, Staten Island, NY, US",40.5491659,-74.21764990000001,1,10309,OK,route
,,,"SEWERAGE DIST D.P. #OB-2(R-1), Staten Island, NY, US",,,0,,REQUEST_DENIED,
ROOFTOP,"Rockaway Beach Club, 8601 Shore Front Pkwy, Far Rockaway, NY 11691, USA",ChIJGQS5b0ZowokRTiduidjBnXM,"BEACH 130TH ST FORM ROCKAWAY BEACH BLVD TO BEACH C, Queens, NY, US",40.5829555,-73.81751419999998,1,11691,OK,"establishment,park,point_of_interest"
APPROXIMATE,"Shellbank Basin, Queens, NY, USA",ChIJDVXY6YFnwokRquM_H65Te3Y,"SHELLBANK BASIN, Queens, NY, US",40.658199,-73.83859819999998,1,,OK,"establishment,natural_feature"
APPROXIMATE,"New York, NY, USA",ChIJOwg_06VPwokRYv534QaPC8g,"OLYMPIA TRAILS, Citywide, NY, US",40.7127753,-74.0059728,1,,OK,"locality,political"
ROOFTOP,"181-2 Hillside Avenue, Jamaica, NY 11432, USA",ChIJm4Wg7BBhwokRlNIOnVSrrFw,"HOTEL LIMOUSINE SERVICE,INC, Queens, NY, US",40.7131227,-73.78163149999997,1,11432,OK,"establishment,point_of_interest"
APPROXIMATE,"Lemon Creek, Staten Island, NY 10309, USA",ChIJ3QQB3qRKwokR4BDcwWdFM-M,"PORZIO'S POND, Staten Island, NY, US",40.51817910000001,-74.20278669999998,2,10309,OK,"establishment,natural_feature"
GEOMETRIC_CENTER,"Park Ln S, Queens, NY, USA",ChIJXRMlzgVewokRcqtfAJWqrZM,"PARK LANE, 85 RD, N/S OF 101ST ST, Queens, NY, US",40.6981995,-73.84947729999998,3,,OK,route
GEOMETRIC_CENTER,"164th St, Queens, NY, USA",ChIJDwT-lVRgwokR3YlkpmPtAik,"164 ST BET 71ST & 72ND AVES, Queens, NY, US",40.73310120000001,-73.8049016,2,,OK,route
GEOMETRIC_CENTER,"Amboy Rd, Staten Island, NY, USA",ChIJJd24AORKwokRPVUVHyxYHP0,"AMBOY RD, SEELY LA, PLEASANT ST & LOCUST PL, Staten Island, NY, US",40.5347955,-74.1843641,1,,OK,route
APPROXIMATE,"Manhattan, New York, NY, USA",ChIJYeZuBI9YwokRjMDs_IEyCwo,"LOFT TEXT, Manhattan, NY, US",40.7830603,-73.9712488,1,,OK,"political,sublocality,sublocality_level_1"
ROOFTOP,"268 New Dorp Ln, Staten Island, NY 10306, USA",ChIJhW_Ya1JJwokRlkl6e-0D0KU,"Sewerage, Staten Island, NY, US",40.572177,-74.1134809,1,10306,OK,"establishment,home_goods_store,plumber,point_of_interest,store"
,,,"AMENDED DRAINAGE PLAN CD 13 & 15, Brooklyn, NY, US",,,0,,ZERO_RESULTS,
GEOMETRIC_CENTER,"Bruckner Expy, The Bronx, NY 10474, USA",ChIJjX6JL6X1wokR3i1CsND-TWg,"CONRAIL-OAK POINT YARD, Bronx, NY, US",40.8122433,-73.89690490000002,1,10474,OK,"establishment,point_of_interest"
ROOFTOP,"531 Old Rte 66 # A, St Robert, MO 65584, USA",ChIJq9Xr43Hd2ocR7fpTdgIEtcE,"SEWERAGE DISTRICT NO. 46-H, Bronx, NY, US",37.8204764,-92.1586029,1,65584,OK,"establishment,point_of_interest"
GEOMETRIC_CENTER,"207th St, Queens, NY, USA",ChIJWWLgD8JhwokRqFHesv93Yy4,"207TH ST, 47TH AVE, OCEANA ST & 48TH AVE, Queens, NY, US",40.7504719,-73.7719697,3,,OK,route
GEOMETRIC_CENTER,"North Dr, Queens, NY 11357, USA",ChIJabG8jLiKwokRowaXYcpLdyA,"DISTRICT NO. 41SE77, Queens, NY, US",40.7914013,-73.8272176,1,11357,OK,route
,,,"DP#42SW123 42S84, Queens, NY, US",,,0,,REQUEST_DENIED,
GEOMETRIC_CENTER,"Bloomingdale Rd, Staten Island, NY 10309, USA",ChIJl9cXYDK1w4kRQmmP_yd7XhA,"BLOOMINGDALE RD, Staten Island, NY, US",40.537089,-74.21795350000002,1,10309,OK,route
ROOFTOP,"144-33 North Dr, Flushing, NY 11357, USA",ChIJgVVcnriKwokROPQCWEWYskc,"SEWERAGE DIST NO. 33B17/33C17, Queens, NY, US",40.791812,-73.82599599999998,1,11357,OK,street_address
ROOFTOP,"40 Haven Ave, New York, NY 10032, USA",ChIJC9X3mpz2wokRMQIJt2JmuPk,"COLUMBIA-PRESBYTERIAN MED, Manhattan, NY, US",40.8397069,-73.94125249999998,1,10032,OK,"establishment,hospital,point_of_interest"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"St. George Ferry Terminal, 1 Bay St, Staten Island, NY 10301, USA",ChIJDRuNCdRPwokRFpSER4blcvM,"ST. GEORGE SEAPORT, Staten Island, NY, US",40.64409819999999,-74.0725489,2,10301,OK,"establishment,point_of_interest,transit_station"
APPROXIMATE,"Queens, NY, USA",ChIJK1kKR2lDwokRBXtcbIvRCUE,"SEWERAGE DIST NO.37A18/37C7/37FS6, Queens, NY, US",40.7282239,-73.7948516,1,,OK,"political,sublocality,sublocality_level_1"
GEOMETRIC_CENTER,"Fort Washington Park, Hudson River Greenway, New York, NY 10032, USA",ChIJd1GHP5j2wokRj6Z5FjdVLvs,"FORT WASHINGTON PK C/0 RIVERSIDE DRIVE & 165TH ST, Manhattan, NY, US",40.85067129999999,-73.9452115,1,10032,OK,"establishment,park,point_of_interest"
ROOFTOP,"33 Bleecker St, New York, NY 10012, USA",ChIJZQJBQoVZwokR0DJ1lXeLyqY,"33 BLEEKER ST, Manhattan, NY, US",40.7258613,-73.9937922,1,10012,OK,premise
GEOMETRIC_CENTER,"Lenevar Ave, Staten Island, NY 10309, USA",ChIJsfpiOc9KwokRpOGEy1uXMTY,"LENEVAR AVE BET VOGEL ST & ALBOURNE AVE, Staten Island, NY, US",40.5351492,-74.2079672,1,10309,OK,route
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
RANGE_INTERPOLATED,"43 North St, The Bronx, NY 10468, USA",EiU0MyBOb3J0aCBTdCwgVGhlIEJyb254LCBOWSAxMDQ2OCwgVVNBIhoSGAoUChIJeRbjZnb0wokR2UiizcOwEE4QKw,"SEWERAGE DIST NO 43-F45, Bronx, NY, US",40.860299,-73.9049725,1,10468,OK,street_address
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1033 St Nicholas Ave, New York, NY 10032, USA",ChIJYwDiEYP2wokRfS85mreuImU,"SLAIGHT ST, ST NICHOLAS AVE, Staten Island, NY, US",40.8359569,-73.940185,1,10032,OK,"convenience_store,establishment,food,health,point_of_interest,store"
ROOFTOP,"622 3rd Ave, New York, NY 10017, USA",ChIJxZuKkgNZwokR5NZ90ft0teg,"LA BIBLIOTEQUE, Manhattan, NY, US",40.74969820000001,-73.97554509999998,1,10017,OK,"bar,establishment,night_club,point_of_interest"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
APPROXIMATE,"Brooklyn, NY, USA",ChIJCSF8lBZEwokRhngABHRcdoI,"SEWERAGE DIST NO. RH-103, Brooklyn, NY, US",40.6781784,-73.94415790000002,1,,OK,"political,sublocality,sublocality_level_1"
ROOFTOP,"55 N Moore St, New York, NY 10013, USA",ChIJTUYedPVZwokRfcPzDnZBNxo,"55 NO. MOORE ST, Manhattan, NY, US",40.7202406,-74.00913220000002,1,10013,OK,premise
APPROXIMATE,"Queens, NY, USA",ChIJK1kKR2lDwokRBXtcbIvRCUE,"32sw3030bsw432s42, Queens, NY, US",40.7282239,-73.7948516,1,,OK,"political,sublocality,sublocality_level_1"
APPROXIMATE,"Queens, NY, USA",ChIJK1kKR2lDwokRBXtcbIvRCUE,"SEWERAGE DIST 42SW116 42S82, Queens, NY, US",40.7282239,-73.7948516,1,,OK,"political,sublocality,sublocality_level_1"
ROOFTOP,"118 Madison Ave, New York, NY 10016, USA",ChIJHfXU-YxZwokRZG8HyvlOfKM,"SEWERAGE DISTRICT NO. 7AQ, Manhattan, NY, US",40.7453865,-73.98494939999998,1,10016,OK,"establishment,food,point_of_interest,restaurant"
APPROXIMATE,"Staten Island, NY, USA",ChIJ59T0ee9FwokReLy6NIUfJ1A,"DIST NO. 0B-6(S2), Staten Island, NY, US",40.5795317,-74.1502007,1,,OK,"political,sublocality,sublocality_level_1"
GEOMETRIC_CENTER,"5th Ave, New York, NY 10022, USA",ChIJUW4vEPxYwokRW6o24DU0YIg,"W50TH ST, 5TH AVE, 6TH AVE, Manhattan, NY, US",40.7584653,-73.97599269999998,2,10022,OK,"church,establishment,place_of_worship,point_of_interest"
GEOMETRIC_CENTER,"Maujer St, Brooklyn, NY, USA",ChIJ5URbaVZZwokRxrXw1D9Dz3Y,"MAUJER ST URP, Brooklyn, NY, US",40.710901,-73.943788,1,,OK,route
ROOFTOP,"164 Willis Ave, The Bronx, NY 10454, USA",ChIJheKKycL1wokRAYXlJtY2Jew,"164-176 WILLIS AVE, 401, 407 E135TH ST, Bronx, NY, US",40.8072564,-73.92385390000003,2,10454,OK,premise
ROOFTOP,"4105 Vestal Pkwy E, Vestal, NY 13850, USA",ChIJY816E77u2okRWOoyfKNuFVc,"FUJISAN JAPANESE RESTAURANT, Brooklyn, NY, US",42.0965698,-75.97380030000002,2,13850,OK,"establishment,food,point_of_interest,restaurant"
GEOMETRIC_CENTER,"Waterside St, Staten Island, NY 10306, USA",ChIJd0L17TdJwokRNBKpbiAMUWQ,"WATERSIDE RIDGE, Staten Island, NY, US",40.5642344,-74.09917279999998,1,10306,OK,route
GEOMETRIC_CENTER,"North St, Staten Island, NY 10302, USA",ChIJubFhNuZNwokRtzQ4lk-Ypbc,"DIST NO. T-507, Staten Island, NY, US",40.64108529999999,-74.1344408,1,10302,OK,route
GEOMETRIC_CENTER,"Staten Island, NY 10314, USA",ChIJ16jTsopMwokRFDDRYYgknqE,"RUSTIC WOODS CONDO, Staten Island, NY, US",40.603596,-74.1718554,1,10314,OK,"establishment,point_of_interest"
ROOFTOP,"271 58th St, Brooklyn, NY 11220, USA",ChIJW2pbc61awokRIxiL_viSHx0,"CAMELOT SEWING CONTRACTING CORP, Brooklyn, NY, US",40.6436678,-74.01973100000002,1,11220,OK,"establishment,general_contractor,point_of_interest"
GEOMETRIC_CENTER,"Bay Club Dr, Queens, NY 11360, USA",ChIJlT2ZFm-KwokRiIp4BsUELzY,"BAY CLUB, Queens, NY, US",40.7783042,-73.7816285,1,11360,OK,route
APPROXIMATE,"Starrett City, Brooklyn, NY, USA",ChIJp_UruBldwokRNZ7caH8NQSU,"Starret City Authorization, Brooklyn, NY, US",40.64842720000001,-73.88236119999998,1,,OK,"neighborhood,political"
,,,"SEWERAGE DIST D.P. #20 50, Queens, NY, US",,,0,,REQUEST_DENIED,
,,,"SEWERAGE DIST NO.PRD1B & 2B (R21), Staten Island, NY, US",,,0,,ZERO_RESULTS,
ROOFTOP,"1821 Emmons Ave, Brooklyn, NY 11235, USA",ChIJIxi5EmVEwokRKjKT5W1kSnw,"EL GRECO, Brooklyn, NY, US",40.5838223,-73.9501056,1,11235,OK,"establishment,food,point_of_interest,restaurant"
GEOMETRIC_CENTER,"Woodrow Rd, Staten Island, NY, USA",ChIJ0S7rhSZLwokR2qwqkgVgRvA,"WOODROW RD & SHOTWELL AVE, Staten Island, NY, US",40.5443794,-74.1958934,1,,OK,route
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
GEOMETRIC_CENTER,"Staten Island, NY 10314, USA",ChIJ16jTsopMwokRFDDRYYgknqE,"RUSTIC WOODS/OAKS, Staten Island, NY, US",40.603596,-74.1718554,1,10314,OK,"establishment,point_of_interest"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
APPROXIMATE,"The Bronx, NY, USA",ChIJsXxpOlWLwokRd1zxj6dDblU,"MORRIS HGTS I 1ST AMENDED URP, Bronx, NY, US",40.8447819,-73.86482679999997,1,,OK,"political,sublocality,sublocality_level_1"
APPROXIMATE,"Brooklyn, NY, USA",ChIJCSF8lBZEwokRhngABHRcdoI,"SEWERAGE DISTRICT NO.CI-103, Brooklyn, NY, US",40.6781784,-73.94415790000002,1,,OK,"political,sublocality,sublocality_level_1"
ROOFTOP,"3001 Henry Hudson Pkwy W #232ND, The Bronx, NY 10463, USA",EjkyMzJORCwgMzAwMSBIZW5yeSBIdWRzb24gUGt3eSBXLCBUaGUgQnJvbngsIE5ZIDEwNDYzLCBVU0EiIRofChYKFAoSCaVpm2Xq88KJER1tlH9O8xvnEgUyMzJORA,"3001 HENRY HUDSON PARKWAY, WEST 232ND ST, INDEPEND, Bronx, NY, US",40.883124,-73.91646329999998,1,10463,OK,subpremise
